Source,Location ID,City,State,Country,Latitude,Longitude,Time Zone,Elevation,Local Time Zone,Clearsky DHI Units,Clearsky DNI Units,Clearsky GHI Units,Dew Point Units,DHI Units,DNI Units,GHI Units,Solar Zenith Angle Units,Temperature Units,Pressure Units,Relative Humidity Units,Precipitable Water Units,Wind Direction Units,Wind Speed Units,Cloud Type -15,Cloud Type 0,Cloud Type 1,Cloud Type 2,Cloud Type 3,Cloud Type 4,Cloud Type 5,Cloud Type 6,Cloud Type 7,Cloud Type 8,Cloud Type 9,Cloud Type 10,Cloud Type 11,Cloud Type 12,Fill Flag 0,Fill Flag 1,Fill Flag 2,Fill Flag 3,Fill Flag 4,Fill Flag 5,Surface Albedo Units,Version
NSRDB,235898,Granada,-,Spain,37.17,-3.58,1,701,1,w/m2,w/m2,w/m2,c,w/m2,w/m2,w/m2,Degree,c,mbar,%,cm,Degrees,m/s,N/A,Clear,Probably Clear,Fog,Water,Super-Cooled Water,Mixed,Opaque Ice,Cirrus,Overlapping,Overshooting,Unknown,Dust,Smoke,N/A,Missing Image,Low Irradiance,Exceeds Clearsky,Missing CLoud Properties,Rayleigh Violation,N/A,unknown
Year,Month,Day,Hour,Minute,DHI,DNI,GHI,Dew Point,Temperature,Pressure,Relative Humidity,Wind Direction,Wind Speed,Surface Albedo,Clearsky DHI,Clearsky DNI,Clearsky GHI,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,1,1,0,0,0,0,0,5.1,7.7,965,83.89,125,1.6,0.14,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,1,1,0,30,0,0,0,5.1,7.7,965,83.89,125,1.6,0.14,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,1,1,1,0,0,0,0,0,8.3,964,55.72,117,1.5,0.14,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,1,1,1,30,0,0,0,0,8.2,964,56.09,116,1.5,0.14,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,1,1,2,0,0,0,0,-0.2,8.2,964,55.32,116,1.5,0.14,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,1,1,2,30,0,0,0,-0.2,8.2,964,55.32,114,1.5,0.14,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,1,1,3,0,0,0,0,-0.5,8.2,964,54.23,113,1.5,0.14,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,1,1,3,30,0,0,0,-0.5,8.3,964,53.86,111,1.4,0.14,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,1,1,4,0,0,0,0,-0.9,8.5,964,51.57,110,1.4,0.14,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,1,1,4,30,0,0,0,-0.9,8.6,963,51.17,108,1.3,0.14,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,1,1,5,0,0,0,0,-1.4,8.7,963,49.28,106,1.2,0.14,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,1,1,5,30,0,0,0,-1.4,8.8,963,48.95,104,1.2,0.14,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,1,1,6,0,0,0,0,-1.8,8.9,963,47.16,101,1.1,0.14,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,1,1,6,30,0,0,0,-1.8,9.1,964,46.58,98,1.1,0.14,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,1,1,7,0,0,0,0,-2.2,9.3,964,44.35,96,1.1,0.14,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,1,1,7,30,0,0,0,-2.2,9.4,964,44.06,94,1.1,0.14,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,1,1,8,0,0,0,0,-2.5,9.6,964,42.55,92,1.1,0.14,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,1,1,8,30,0,0,0,-2.5,10.2,964,40.88,93,1,0.14,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,1,1,9,0,23,489,64,-0.6,10.8,965,45.12,94,1,0.14,23,489,64,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,1,1,9,30,35,669,146,-0.6,12.1,965,41.41,99,1,0.14,35,669,146,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,1,1,10,0,42,775,230,1.5,13.3,965,44.56,104,1.1,0.14,42,775,230,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,1,1,10,30,48,843,309,1.5,14.2,965,42.03,111,1.1,0.14,48,843,309,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,1,1,11,0,52,889,380,-1.2,15.2,965,32.56,119,1.1,0.14,52,889,380,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,1,1,11,30,55,920,440,-1.2,16.2,965,30.54,144,1,0.14,55,920,440,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,1,1,12,0,57,941,486,-1.9,17.2,965,27.06,168,0.9,0.14,57,941,486,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,1,1,12,30,58,955,518,-2,17.8,964,26.03,189,1,0.14,58,955,518,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,1,1,13,0,63,954,535,-2.9,18.4,964,23.44,209,1.1,0.14,63,954,535,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,1,1,13,30,63,954,537,-2.9,18.6,964,23.15,224,1.2,0.14,63,954,537,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,1,1,14,0,62,942,519,-2.8,18.7,963,23.15,239,1.3,0.14,62,942,519,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,1,1,14,30,61,930,490,-2.8,18.6,963,23.29,251,1.5,0.14,61,930,490,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,1,1,15,0,59,909,446,-2.2,18.4,963,24.57,263,1.6,0.14,59,909,446,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,1,1,15,30,56,880,390,-2.2,17.8,963,25.51,268,1.5,0.14,56,880,390,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,1,1,16,0,56,818,319,1.7,17.2,963,35.23,273,1.4,0.14,56,818,319,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,1,1,16,30,50,751,242,1.7,15.5,963,39.24,278,1.3,0.14,50,751,242,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,1,1,17,0,41,647,158,3.8,13.8,964,50.75,283,1.2,0.14,41,647,158,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,1,1,17,30,29,474,76,3.8,12.8,964,54.16,293,1.3,0.14,29,474,76,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,1,1,18,0,0,0,0,1.5,11.8,964,49.19,303,1.4,0.14,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,1,1,18,30,0,0,0,1.5,11.5,964,50.17,313,1.4,0.14,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,1,1,19,0,0,0,0,1.2,11.2,964,50.1,322,1.5,0.14,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,1,1,19,30,0,0,0,1.2,10.9,964,51.1,329,1.5,0.14,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,1,1,20,0,0,0,0,0.9,10.6,965,50.98,337,1.4,0.14,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,1,1,20,30,0,0,0,0.9,10.4,965,51.66,342,1.4,0.14,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,1,1,21,0,0,0,0,0.5,10.2,965,51.15,347,1.4,0.14,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,1,1,21,30,0,0,0,0.5,9.9,965,52.19,353,1.4,0.14,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,1,1,22,0,0,0,0,0.2,9.7,964,51.63,358,1.4,0.14,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,1,1,22,30,0,0,0,0.2,9.4,964,52.68,183,1.4,0.14,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,1,1,23,0,0,0,0,-0.1,9.2,964,52.03,7,1.5,0.14,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,1,1,23,30,0,0,0,-0.1,9,964,52.74,9,1.5,0.14,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,1,2,0,0,0,0,0,-0.5,8.8,964,52.08,12,1.5,0.14,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,1,2,0,30,0,0,0,-0.5,8.8,964,52.08,12,1.5,0.14,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,1,2,1,0,0,0,0,-0.8,8.4,964,52.19,13,1.6,0.14,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,1,2,1,30,0,0,0,-0.8,8.3,964,52.54,12,1.6,0.14,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,1,2,2,0,0,0,0,-1.2,8.2,964,51.63,11,1.6,0.14,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,1,2,2,30,0,0,0,-1.2,8.1,963,51.93,9,1.6,0.14,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,1,2,3,0,0,0,0,-1.5,8,963,51.02,7,1.6,0.14,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,1,2,3,30,0,0,0,-1.5,7.9,963,51.37,4,1.7,0.14,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,1,2,4,0,0,0,0,-1.9,7.8,963,50.49,2,1.7,0.14,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,1,2,4,30,0,0,0,-1.9,7.8,963,50.49,180,1.7,0.14,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,1,2,5,0,0,0,0,-2.1,7.8,962,49.42,358,1.8,0.14,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,1,2,5,30,0,0,0,-2.1,7.8,962,49.42,357,1.8,0.14,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,1,2,6,0,0,0,0,-2.4,7.7,962,48.83,357,1.8,0.14,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,1,2,6,30,0,0,0,-2.4,7.8,962,48.5,357,1.8,0.14,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,1,2,7,0,0,0,0,-2.7,7.8,962,47.54,357,1.9,0.14,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,1,2,7,30,0,0,0,-2.7,7.8,962,47.54,357,1.9,0.14,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,1,2,8,0,0,0,0,-2.8,7.9,962,46.71,357,1.9,0.14,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,1,2,8,30,0,0,0,-2.8,8.9,962,43.65,356,1.8,0.14,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,1,2,9,0,24,483,64,0.1,9.8,962,50.75,355,1.6,0.14,24,483,64,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,1,2,9,30,36,668,147,0.1,11.6,962,45.03,353,1.8,0.14,36,668,147,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,1,2,10,0,44,778,232,0.7,13.5,962,41.76,350,2,0.14,44,778,232,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,1,2,10,30,50,847,313,0.8,14.7,962,38.64,344,2.4,0.14,50,847,313,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,1,2,11,0,54,892,384,-2.6,15.9,962,28.05,338,2.8,0.14,54,892,384,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,1,2,11,30,57,924,444,-2.6,16.7,961,26.63,333,3.1,0.14,57,924,444,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,1,2,12,0,60,945,491,-3.4,17.6,961,23.77,327,3.3,0.14,60,945,491,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,1,2,12,30,61,959,524,-3.4,17.9,960,23.3,326,3.5,0.14,61,959,524,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,1,2,13,0,65,957,541,-3.2,18.3,960,23,324,3.6,0.14,65,957,541,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,1,2,13,30,66,957,543,-3.2,18.4,960,22.86,324,3.6,0.14,66,957,543,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,1,2,14,0,65,952,529,-3,18.4,959,23.27,325,3.7,0.14,65,952,529,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,1,2,14,30,64,940,499,-3,18.2,959,23.56,326,3.6,0.14,64,940,499,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,1,2,15,0,61,920,455,-2.6,17.9,959,24.59,327,3.6,0.14,61,920,455,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,1,2,15,30,58,890,398,-2.6,17.2,959,25.7,328,3.2,0.14,58,890,398,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,1,2,16,0,54,846,329,-0.2,16.6,959,31.87,329,2.8,0.14,54,846,329,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,1,2,16,30,48,781,250,-0.2,14.6,959,36.21,330,2.4,0.14,48,781,250,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,1,2,17,0,40,682,165,2.6,12.6,959,50.67,331,2,0.14,40,682,165,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,1,2,17,30,28,517,81,2.6,11.3,959,55.19,335,2.1,0.14,28,517,81,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,1,2,18,0,11,211,14,1.3,10,959,54.73,340,2.1,0.14,11,211,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,1,2,18,30,0,0,0,1.3,9.5,959,56.59,345,2.2,0.14,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,1,2,19,0,0,0,0,1.1,9.1,959,57.39,351,2.2,0.14,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,1,2,19,30,0,0,0,1.1,8.8,959,58.56,354,2.2,0.14,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,1,2,20,0,0,0,0,0.8,8.6,959,57.85,358,2.2,0.14,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,1,2,20,30,0,0,0,0.8,8.3,959,59.04,181,2.1,0.14,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,1,2,21,0,0,0,0,0.4,8.1,959,58.28,4,2.1,0.14,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,1,2,21,30,0,0,0,0.4,7.8,959,59.47,10,2.1,0.14,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,1,2,22,0,0,0,0,0,7.5,959,58.88,15,2,0.14,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,1,2,22,30,0,0,0,0,7.3,959,59.69,22,2,0.14,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,1,2,23,0,0,0,0,-0.6,7.1,959,58.07,30,2,0.14,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,1,2,23,30,0,0,0,-0.6,7,959,58.47,38,1.9,0.14,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,1,3,0,0,0,0,0,-1.2,6.9,958,56.28,46,1.9,0.14,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,1,3,0,30,0,0,0,-1.2,6.9,958,56.28,46,1.9,0.14,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,1,3,1,0,0,0,0,-1.7,6.8,959,54.66,64,1.9,0.14,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,1,3,1,30,0,0,0,-1.7,6.7,959,55.03,75,1.9,0.14,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,1,3,2,0,0,0,0,-2.1,6.7,959,53.59,85,1.9,0.14,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,1,3,2,30,0,0,0,-2.1,6.7,959,53.59,96,1.9,0.14,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,1,3,3,0,0,0,0,-2.3,6.8,959,52.25,107,1.9,0.14,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,1,3,3,30,0,0,0,-2.3,6.6,959,52.97,117,1.9,0.14,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,1,3,4,0,0,0,0,-2.5,6.5,959,52.75,127,1.9,0.14,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,1,3,4,30,0,0,0,-2.5,6.4,959,53.12,133,1.8,0.14,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,1,3,5,0,0,0,0,-2.4,6.3,959,53.93,138,1.7,0.14,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,1,3,5,30,0,0,0,-2.4,6.1,959,54.68,140,1.5,0.14,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,1,3,6,0,0,0,0,-2.3,6,959,55.18,143,1.4,0.14,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,1,3,6,30,0,0,0,-2.3,5.9,959,55.57,142,1.3,0.14,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,1,3,7,0,0,0,0,-2.3,5.8,959,56.01,141,1.3,0.14,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,1,3,7,30,0,0,0,-2.3,5.8,960,56.06,137,1.2,0.14,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,1,3,8,0,0,0,0,-2,5.8,960,57.5,133,1.2,0.14,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,1,3,8,30,0,0,0,-1.9,6.7,960,54.04,128,1.2,0.14,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,1,3,9,0,25,449,62,0.5,7.7,960,60.4,123,1.2,0.14,25,449,62,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,1,3,9,30,38,637,144,0.5,9.1,961,55,122,1.5,0.14,38,637,144,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,1,3,10,0,47,747,228,0,10.5,961,48.22,121,1.9,0.14,47,747,228,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,1,3,10,30,54,818,308,0,11.5,961,45.13,124,1.9,0.14,54,818,308,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,1,3,11,0,59,865,380,-0.5,12.5,961,40.84,127,1.9,0.14,59,865,380,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,1,3,11,30,63,898,440,-0.5,13.4,961,38.52,128,1.9,0.14,63,898,440,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,1,3,12,0,66,919,487,-1.1,14.2,961,34.9,129,1.9,0.14,66,919,487,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,1,3,12,30,68,933,520,-1.1,14.6,960,33.98,130,2,0.14,68,933,520,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,1,3,13,0,75,915,531,-1.1,15,960,33.15,130,2,0.14,75,915,531,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,1,3,13,30,75,916,533,-1.1,15.1,960,32.94,130,2.1,0.14,75,916,533,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,1,3,14,0,76,905,518,-0.6,15.3,960,33.74,129,2.2,0.14,76,905,518,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,1,3,14,30,74,892,490,-0.6,15.2,960,33.96,128,2.2,0.14,74,892,490,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,1,3,15,0,73,859,442,0.2,15,960,36.38,127,2.3,0.14,73,859,442,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,1,3,15,30,69,826,386,0.2,14.6,960,37.33,126,2.3,0.14,69,826,386,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,1,3,16,0,71,740,313,1.7,14.1,960,42.91,124,2.3,0.14,71,740,313,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,1,3,16,30,63,666,236,1.7,12.9,960,46.38,123,2,0.14,63,666,236,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,1,3,17,0,52,551,154,3.5,11.7,960,57.29,122,1.7,0.14,52,551,154,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,1,3,17,30,35,372,74,3.5,10.6,960,61.62,118,1.6,0.14,35,372,74,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,1,3,18,0,12,88,13,3,9.6,961,63.33,115,1.5,0.14,12,88,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,1,3,18,30,0,0,0,3,9.2,961,65.05,109,1.5,0.14,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,1,3,19,0,0,0,0,3.1,8.9,961,67.03,104,1.5,0.14,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,1,3,19,30,0,0,0,3.1,8.5,961,68.86,101,1.5,0.14,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,1,3,20,0,0,0,0,3.1,8.2,961,70.13,98,1.5,0.14,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,1,3,20,30,0,0,0,3.1,7.9,961,71.57,97,1.6,0.14,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,1,3,21,0,0,0,0,2.9,7.6,961,72.12,97,1.6,0.14,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,1,3,21,30,0,0,0,2.9,7.3,961,73.61,100,1.6,0.14,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,1,3,22,0,0,0,0,2.7,7,961,74.08,103,1.6,0.14,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,1,3,22,30,0,0,0,2.7,6.6,961,76.14,106,1.7,0.14,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,1,3,23,0,0,0,0,2.6,6.2,961,77.99,110,1.7,0.14,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,1,3,23,30,0,0,0,2.6,5.9,961,79.62,111,1.8,0.14,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,1,4,0,0,0,0,0,2.6,5.6,961,81.22,113,1.8,0.14,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,1,4,0,30,0,0,0,2.6,5.6,961,81.22,113,1.8,0.14,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,1,4,1,0,0,0,0,2.6,5,961,84.7,114,1.8,0.14,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,1,4,1,30,0,0,0,2.6,4.8,961,85.88,114,1.8,0.14,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,1,4,2,0,0,0,0,2.7,4.6,961,87.27,114,1.8,0.14,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,1,4,2,30,0,0,0,2.7,4.4,961,88.5,114,1.8,0.14,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,1,4,3,0,0,0,0,2.7,4.3,962,89.16,113,1.8,0.14,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,1,4,3,30,0,0,0,2.7,4.2,961,89.69,113,1.8,0.14,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,1,4,4,0,0,0,0,2.6,4.2,961,89.54,112,1.8,0.14,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,1,4,4,30,0,0,0,2.6,4.3,961,88.92,111,1.7,0.14,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,1,4,5,0,0,0,0,2.6,4.4,961,87.81,110,1.7,0.14,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,1,4,5,30,0,0,0,2.6,4.6,961,86.59,109,1.6,0.14,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,1,4,6,0,0,0,0,2.5,4.8,961,84.82,109,1.6,0.14,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,1,4,6,30,0,0,0,2.5,4.9,961,84.23,109,1.6,0.14,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,1,4,7,0,0,0,0,2.4,5.1,961,82.6,109,1.6,0.14,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,1,4,7,30,0,0,0,2.4,5.2,961,82.02,110,1.6,0.14,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,1,4,8,0,0,0,0,2.4,5.2,961,81.99,111,1.6,0.14,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,1,4,8,30,0,0,0,2.4,6,962,77.66,113,1.5,0.14,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,1,4,9,0,22,0,22,3.3,6.8,962,78.15,114,1.4,0.14,30,331,57,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,1,4,9,30,28,0,28,3.3,8,962,72.01,116,1.8,0.14,47,532,135,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,1,4,10,0,48,0,48,3.1,9.3,963,65.39,119,2.1,0.14,58,662,219,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,1,4,10,30,70,0,70,3.1,10.4,963,60.76,123,2.1,0.14,67,742,298,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,1,4,11,0,158,131,207,2.5,11.5,963,53.94,126,2,0.14,71,804,369,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,1,4,11,30,170,303,298,2.5,12.2,963,51.51,131,1.9,0.14,76,841,429,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,1,4,12,0,186,330,338,2.2,12.8,962,48.56,135,1.7,0.14,77,871,477,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,1,4,12,30,79,886,509,2.2,13.2,962,47.31,138,1.6,0.14,79,886,509,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,1,4,13,0,79,900,528,2.1,13.5,962,45.96,140,1.4,0.14,79,900,528,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,1,4,13,30,78,901,530,2.1,13.8,962,45.08,138,1.3,0.14,78,901,530,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,1,4,14,0,76,900,517,1.7,14,962,43.2,135,1.1,0.14,76,900,517,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,1,4,14,30,74,887,489,1.7,14.1,962,42.92,132,1,0.14,74,887,489,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,1,4,15,0,71,874,449,1.2,14.1,962,41.35,128,1,0.14,71,874,449,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,1,4,15,30,67,842,392,1.2,13.9,962,41.89,128,0.9,0.14,67,842,392,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,1,4,16,0,62,799,324,1.3,13.6,962,43.08,128,0.8,0.14,62,799,324,,,,,,,,,,,,,,,,,,,,,,,,,,,,
