Source,Location ID,City,State,Country,Latitude,Longitude,Time Zone,Elevation,Local Time Zone,Clearsky DHI Units,Clearsky DNI Units,Clearsky GHI Units,Dew Point Units,DHI Units,DNI Units,GHI Units,Solar Zenith Angle Units,Temperature Units,Pressure Units,Relative Humidity Units,Precipitable Water Units,Wind Direction Units,Wind Speed Units,Cloud Type -15,Cloud Type 0,Cloud Type 1,Cloud Type 2,Cloud Type 3,Cloud Type 4,Cloud Type 5,Cloud Type 6,Cloud Type 7,Cloud Type 8,Cloud Type 9,Cloud Type 10,Cloud Type 11,Cloud Type 12,Fill Flag 0,Fill Flag 1,Fill Flag 2,Fill Flag 3,Fill Flag 4,Fill Flag 5,Surface Albedo Units,Version
NSRDB,235898,Granada,-,Spain,37.17,-3.58,1,701,1,w/m2,w/m2,w/m2,c,w/m2,w/m2,w/m2,Degree,c,mbar,%,cm,Degrees,m/s,N/A,Clear,Probably Clear,Fog,Water,Super-Cooled Water,Mixed,Opaque Ice,Cirrus,Overlapping,Overshooting,Unknown,Dust,Smoke,N/A,Missing Image,Low Irradiance,Exceeds Clearsky,Missing CLoud Properties,Rayleigh Violation,N/A,unknown
Year,Month,Day,Hour,Minute,DHI,DNI,GHI,Dew Point,Temperature,Pressure,Relative Humidity,Wind Direction,Wind Speed,Surface Albedo,Clearsky DHI,Clearsky DNI,Clearsky GHI,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,2,5,4,0,0,0,0,-4.4,6.1,960,46.89,82,1.2,0.13,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,2,5,4,30,0,0,0,-4.4,6.2,960,46.57,83,1.1,0.13,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,2,5,5,0,0,0,0,-4.5,6.3,960,46.09,85,1.1,0.13,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,2,5,5,30,0,0,0,-4.5,6.4,960,45.78,83,1,0.13,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,2,5,6,0,0,0,0,-4.5,6.4,960,45.78,81,1,0.13,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,2,5,6,30,0,0,0,-4.5,6.4,960,45.78,78,1,0.13,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,2,5,7,0,0,0,0,-4.5,6.4,961,45.76,75,1,0.13,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,2,5,7,30,0,0,0,-4.5,6.7,961,44.83,74,1,0.13,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,2,5,8,0,0,0,0,-3.6,6.9,961,47.05,72,1,0.13,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,2,5,8,30,17,269,28,-3.6,8.5,961,42.2,71,0.9,0.13,17,269,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,2,5,9,0,35,542,107,-0.5,10,961,48.07,70,0.8,0.13,35,542,107,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,2,5,9,30,47,691,201,-0.5,11.5,962,43.57,62,1,0.13,47,691,201,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,2,5,10,0,84,0,84,-4.5,12.9,962,29.46,54,1.1,0.13,55,785,295,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,2,5,10,30,156,56,177,-4.5,14.1,962,27.25,34,1.2,0.13,61,846,383,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,2,5,11,0,195,189,280,-4.3,15.4,962,25.47,14,1.2,0.13,65,889,461,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,2,5,11,30,69,918,529,-4.3,16.1,962,24.35,178,1.2,0.13,69,918,529,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,2,5,12,0,72,938,582,-1.8,16.8,962,28.14,342,1.3,0.13,72,938,582,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,2,5,12,30,74,951,622,-1.8,17.1,961,27.58,335,1.4,0.13,74,951,622,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,2,5,13,0,76,950,642,-0.3,17.5,961,29.9,327,1.5,0.13,76,950,642,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,2,5,13,30,77,953,649,-0.3,17.7,961,29.52,325,1.6,0.13,77,953,649,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,2,5,14,0,77,948,640,0.3,17.8,960,30.71,324,1.7,0.13,77,948,640,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,2,5,14,30,76,939,615,0.3,17.8,960,30.71,325,1.8,0.13,76,939,615,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,2,5,15,0,75,919,572,0.7,17.7,960,31.86,326,1.9,0.13,75,919,572,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,2,5,15,30,72,897,517,0.7,17.3,960,32.67,326,1.9,0.13,72,897,517,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,2,5,16,0,68,866,449,1.3,17,960,34.61,326,1.9,0.13,68,866,449,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,2,5,16,30,63,821,369,1.3,15.8,960,37.35,318,1.5,0.13,63,821,369,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,2,5,17,0,56,758,282,4.8,14.7,960,51.46,311,1.1,0.13,56,758,282,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,2,5,17,30,47,660,188,4.8,12.8,960,58.2,311,1.1,0.13,47,660,188,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,2,5,18,0,33,505,97,3.9,10.9,960,62.1,312,1.1,0.13,33,505,97,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,2,5,18,30,14,223,22,3.9,10.3,960,64.62,322,1.2,0.13,14,223,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,2,5,19,0,0,0,0,3,9.7,960,63.19,332,1.3,0.13,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,2,5,19,30,0,0,0,3,9.2,960,65.35,342,1.4,0.13,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,2,5,20,0,0,0,0,3,8.8,961,66.73,351,1.4,0.13,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,2,5,20,30,0,0,0,3,8.5,961,68.1,179,1.5,0.13,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,2,5,21,0,0,0,0,2.9,8.2,961,69.34,7,1.5,0.13,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,2,5,21,30,0,0,0,2.9,7.9,961,70.76,15,1.5,0.13,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,2,5,22,0,0,0,0,2.9,7.7,961,71.46,24,1.5,0.13,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,2,5,22,30,0,0,0,2.9,7.4,961,72.94,31,1.6,0.13,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,2,5,23,0,0,0,0,2.8,7.2,961,73.68,38,1.6,0.13,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,2,5,23,30,0,0,0,2.8,7.1,960,74.1,44,1.6,0.13,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,2,6,0,0,0,0,0,2.9,6.9,960,75.43,50,1.7,0.13,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,2,6,0,30,0,0,0,2.9,6.9,960,75.43,50,1.7,0.13,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,2,6,1,0,0,0,0,3,6.6,960,77.67,60,1.7,0.12,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,2,6,1,30,0,0,0,3,6.6,960,77.67,65,1.7,0.12,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,2,6,2,0,0,0,0,3.1,6.5,960,78.82,70,1.7,0.12,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,2,6,2,30,0,0,0,3.1,6.5,960,78.82,75,1.7,0.12,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,2,6,3,0,0,0,0,3.1,6.5,960,79.07,79,1.6,0.12,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,2,6,3,30,0,0,0,3.1,6.7,960,77.99,84,1.6,0.12,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,2,6,4,0,0,0,0,3.1,6.8,960,77.41,89,1.6,0.12,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,2,6,4,30,0,0,0,3.1,6.9,959,76.81,92,1.5,0.12,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,2,6,5,0,0,0,0,3.1,7,959,76.19,96,1.5,0.12,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,2,6,5,30,0,0,0,3.1,7,959,76.19,99,1.4,0.12,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,2,6,6,0,0,0,0,3.1,7.1,960,75.6,101,1.4,0.12,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,2,6,6,30,0,0,0,3.1,7.1,960,75.6,104,1.4,0.12,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,2,6,7,0,0,0,0,3,7.2,960,74.83,106,1.3,0.12,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,2,6,7,30,0,0,0,3,7.5,960,73.31,108,1.2,0.12,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,2,6,8,0,0,0,0,3.1,7.9,960,71.8,110,1.2,0.12,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,2,6,8,30,17,292,30,3.1,9.5,960,64.45,115,1.2,0.12,17,292,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,2,6,9,0,34,550,110,4.8,11.2,960,64.71,120,1.1,0.12,34,550,110,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,2,6,9,30,46,695,203,4.8,12.6,961,59.08,132,1.4,0.12,46,695,203,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,2,6,10,0,75,0,75,2.9,14,961,47.23,145,1.6,0.12,54,783,297,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,2,6,10,30,160,68,185,2.9,15.2,961,43.72,157,1.7,0.12,60,843,384,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,2,6,11,0,66,882,463,1.5,16.4,961,36.53,170,1.7,0.12,66,882,463,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,2,6,11,30,69,912,530,1.5,17,960,35.13,176,1.7,0.12,69,912,530,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,2,6,12,0,73,931,583,1.2,17.5,960,33.33,182,1.8,0.12,73,931,583,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,2,6,12,30,75,945,623,1.2,17.8,960,32.7,189,1.8,0.12,75,945,623,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,2,6,13,0,77,949,646,1.7,18.1,959,33.32,196,1.8,0.12,77,949,646,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,2,6,13,30,77,952,653,1.7,18.2,959,33.11,203,1.8,0.12,77,952,653,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,2,6,14,0,77,948,644,2.3,18.2,958,34.6,210,1.8,0.12,77,948,644,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,2,6,14,30,76,940,619,2.3,18.1,958,34.82,217,1.8,0.12,76,940,619,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,2,6,15,0,74,925,578,2.6,18,958,35.69,224,1.8,0.12,74,925,578,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,2,6,15,30,71,903,523,2.6,17.7,958,36.37,232,1.7,0.12,71,903,523,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,2,6,16,0,68,865,452,2.8,17.5,958,37.46,240,1.6,0.12,68,865,452,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,2,6,16,30,63,821,373,2.8,16.5,958,39.9,249,1.3,0.12,63,821,373,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,2,6,17,0,57,756,284,5.9,15.5,958,52.69,257,1,0.12,57,756,284,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,2,6,17,30,47,659,191,5.9,14.1,958,57.65,267,1.1,0.12,47,659,191,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,2,6,18,0,35,500,99,4.1,12.6,958,56.23,276,1.1,0.12,35,500,99,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,2,6,18,30,15,225,23,4.1,12.2,958,57.72,288,1.2,0.12,15,225,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,2,6,19,0,0,0,0,3.3,11.9,958,55.45,299,1.2,0.12,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,2,6,19,30,0,0,0,3.3,11.6,958,56.56,310,1.2,0.12,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,2,6,20,0,0,0,0,3.2,11.4,958,57.02,321,1.2,0.12,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,2,6,20,30,0,0,0,3.2,11.1,958,58.17,330,1.2,0.12,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,2,6,21,0,0,0,0,3.2,10.8,958,59.34,339,1.2,0.12,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,2,6,21,30,0,0,0,3.2,10.7,958,59.73,346,1.1,0.12,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,2,6,22,0,0,0,0,3.3,10.5,958,60.87,354,1.1,0.12,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,2,6,22,30,0,0,0,3.3,10.6,958,60.46,178,1.1,0.12,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,2,6,23,0,0,0,0,3.5,10.6,958,61.27,3,1.1,0.12,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,2,6,23,30,0,0,0,3.5,10.7,958,60.87,5,1.1,0.12,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,2,7,0,0,0,0,0,3.6,10.7,958,61.51,6,1,0.12,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,2,7,0,30,0,0,0,3.6,10.7,958,61.51,6,1,0.12,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,2,7,1,0,0,0,0,3.6,10.5,958,62.45,4,1.1,0.12,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,2,7,1,30,0,0,0,3.6,10.2,958,63.71,182,1.2,0.12,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,2,7,2,0,0,0,0,3.5,10,958,64.03,360,1.3,0.12,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,2,7,2,30,0,0,0,3.5,9.5,957,66.14,359,1.4,0.12,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,2,7,3,0,0,0,0,3.3,9,957,67.52,359,1.5,0.12,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,2,7,3,30,0,0,0,3.3,8.7,957,68.89,181,1.6,0.12,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,2,7,4,0,0,0,0,3.2,8.3,957,70.33,3,1.6,0.12,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,2,7,4,30,0,0,0,3.2,8.2,957,70.81,6,1.6,0.12,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,2,7,5,0,0,0,0,3.1,8.1,957,70.8,9,1.6,0.12,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,2,7,5,30,0,0,0,3.1,8.2,957,70.33,12,1.6,0.12,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,2,7,6,0,0,0,0,3,8.4,957,68.98,15,1.5,0.12,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,2,7,6,30,0,0,0,3,8.5,957,68.52,16,1.5,0.12,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,2,7,7,0,0,0,0,3,8.6,957,67.8,18,1.5,0.12,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,2,7,7,30,0,0,0,3,8.8,957,66.89,17,1.4,0.12,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,2,7,8,0,0,0,0,3.3,9.1,957,67.12,17,1.4,0.12,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,2,7,8,30,6,0,6,3.3,10.4,957,61.53,16,1.4,0.12,19,241,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,2,7,9,0,20,0,20,5.2,11.7,957,64.32,15,1.4,0.12,39,504,110,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,2,7,9,30,38,0,38,5.2,12.9,957,59.46,11,1.7,0.12,52,654,202,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,2,7,10,0,60,0,60,3.5,14.2,957,48.43,6,2,0.12,60,758,297,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,2,7,10,30,165,176,234,3.5,15.2,957,45.42,180,2.1,0.12,67,821,385,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,2,7,11,0,201,169,277,2.8,16.3,957,40.32,353,2.1,0.12,71,870,465,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,2,7,11,30,225,251,352,2.8,17,957,38.58,350,2.1,0.12,74,900,533,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,2,7,12,0,215,428,451,2.2,17.7,957,35.45,346,2.2,0.12,75,926,587,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,2,7,12,30,214,486,498,2.2,18.2,957,34.36,343,2.2,0.12,77,940,626,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,2,7,13,0,249,403,492,1.8,18.8,956,32.03,340,2.3,0.12,79,945,649,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,2,7,13,30,80,951,659,1.8,19,956,31.64,337,2.3,0.12,80,951,659,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,2,7,14,0,77,953,651,1.6,19.3,956,30.62,335,2.3,0.12,77,953,651,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,2,7,14,30,76,945,626,1.6,19.3,956,30.62,333,2.3,0.12,76,945,626,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,2,7,15,0,72,934,585,1.5,19.3,955,30.38,331,2.3,0.12,72,934,585,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,2,7,15,30,70,917,532,1.5,19,955,30.95,330,2.3,0.12,70,917,532,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,2,7,16,0,65,888,464,1.6,18.7,955,31.79,330,2.2,0.12,65,888,464,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,2,7,16,30,61,845,383,1.6,17.6,955,34.06,327,1.8,0.12,61,845,383,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,2,7,17,0,54,782,293,5.5,16.5,955,48.17,324,1.3,0.12,54,782,293,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,2,7,17,30,46,687,199,5.5,14.6,956,54.44,327,1.3,0.12,46,687,199,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,2,7,18,0,34,532,104,4.8,12.6,956,58.85,331,1.3,0.12,34,532,104,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,2,7,18,30,16,258,26,4.8,11.9,956,61.62,340,1.4,0.12,16,258,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,2,7,19,0,0,0,0,3.9,11.2,956,60.97,349,1.5,0.12,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,2,7,19,30,0,0,0,3.9,10.8,956,62.6,177,1.6,0.12,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,2,7,20,0,0,0,0,3.5,10.3,956,62.71,6,1.6,0.12,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,2,7,20,30,0,0,0,3.5,10.1,957,63.62,14,1.7,0.12,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,2,7,21,0,0,0,0,2.8,9.8,957,61.67,22,1.7,0.12,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,2,7,21,30,0,0,0,2.8,9.6,957,62.5,28,1.8,0.12,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,2,7,22,0,0,0,0,2.1,9.4,957,60.42,35,1.8,0.12,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,2,7,22,30,0,0,0,2.1,9.2,957,61.24,40,1.8,0.12,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,2,7,23,0,0,0,0,1.7,9,957,60.29,44,1.8,0.12,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,2,7,23,30,0,0,0,1.7,9,957,60.29,49,1.8,0.12,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,2,8,0,0,0,0,0,1.4,8.9,957,59.5,54,1.8,0.12,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,2,8,0,30,0,0,0,1.4,8.9,957,59.5,54,1.8,0.12,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,2,8,1,0,0,0,0,1.2,8.8,957,58.91,66,1.8,0.13,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,2,8,1,30,0,0,0,1.2,8.8,957,58.91,71,1.8,0.13,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,2,8,2,0,0,0,0,1,8.7,957,58.31,77,1.8,0.13,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,2,8,2,30,0,0,0,1,8.7,957,58.31,83,1.8,0.13,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,2,8,3,0,0,0,0,0.8,8.6,957,57.81,90,1.8,0.13,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,2,8,3,30,0,0,0,0.8,8.5,957,58.21,98,1.8,0.13,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,2,8,4,0,0,0,0,0.6,8.4,956,58.05,106,1.8,0.13,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,2,8,4,30,0,0,0,0.6,8.1,956,59.25,112,1.8,0.13,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,2,8,5,0,0,0,0,0.7,7.9,956,60.46,118,1.9,0.13,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,2,8,5,30,0,0,0,0.7,7.6,956,61.7,121,1.8,0.13,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,2,8,6,0,0,0,0,1,7.4,956,63.79,124,1.8,0.13,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,2,8,6,30,0,0,0,1,7.2,956,64.67,126,1.8,0.13,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,2,8,7,0,0,0,0,1.3,7,956,67.28,128,1.7,0.13,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,2,8,7,30,0,0,0,1.3,7.2,956,66.36,128,1.7,0.13,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,2,8,8,0,0,0,0,2.4,7.5,957,70,128,1.6,0.13,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,2,8,8,30,18,298,34,2.4,9.5,957,61.16,129,1.8,0.13,18,298,34,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,2,8,9,0,36,555,116,4,11.5,957,60.1,129,2,0.13,36,555,116,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,2,8,9,30,49,700,212,4,12.9,957,54.82,134,2.4,0.13,49,700,212,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,2,8,10,0,61,768,304,2.6,14.2,957,45.66,139,2.8,0.13,61,768,304,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,2,8,10,30,68,831,393,2.7,15.1,958,43.14,145,2.7,0.13,68,831,393,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,2,8,11,0,73,876,474,2.2,16,958,39.51,151,2.7,0.13,73,876,474,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,2,8,11,30,77,906,542,2.2,16.6,958,38.04,159,2.5,0.13,77,906,542,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,2,8,12,0,80,929,597,1.9,17.2,958,35.8,168,2.3,0.13,80,929,597,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,2,8,12,30,82,943,637,1.9,17.6,957,34.88,179,2.2,0.13,82,943,637,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,2,8,13,0,82,952,661,1.6,17.9,957,33.58,190,2.1,0.13,82,952,661,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,2,8,13,30,83,954,668,1.6,18,957,33.37,201,2,0.13,83,954,668,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,2,8,14,0,82,952,660,1.7,18.1,956,33.3,212,2,0.13,82,952,660,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,2,8,14,30,81,944,634,1.7,18,956,33.51,224,1.9,0.13,81,944,634,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,2,8,15,0,78,931,593,2.2,17.9,956,35.06,237,1.9,0.13,78,931,593,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,2,8,15,30,75,909,538,2.2,17.6,956,35.73,246,1.8,0.13,75,909,538,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,2,8,16,0,74,869,467,2.4,17.3,956,36.87,255,1.8,0.13,74,869,467,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,2,8,16,30,68,824,386,2.4,16.4,956,39.03,257,1.5,0.13,68,824,386,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,2,8,17,0,61,760,296,5.3,15.5,956,50.61,259,1.2,0.13,61,760,296,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,2,8,17,30,51,662,201,5.3,13.9,956,56.1,261,1.2,0.13,51,662,201,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,2,8,18,0,38,503,106,4.5,12.2,956,59.12,263,1.2,0.13,38,503,106,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,2,8,18,30,18,221,27,4.4,11.8,956,60.7,272,1.2,0.13,18,221,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,2,8,19,0,0,0,0,3.7,11.3,956,59.5,281,1.2,0.13,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,2,8,19,30,0,0,0,3.7,11,956,60.69,294,1.2,0.13,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,2,8,20,0,0,0,0,3.6,10.6,956,61.82,306,1.1,0.13,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,2,8,20,30,0,0,0,3.6,10.4,956,62.65,318,1.1,0.13,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
